Taxa;Size.1;Size.2;Size.3;Size.4;Size.5;Size.6;Size.7;Lcy.1;Lcy.2;Pcy.1;Pcy.2;Pcy.3;Aq.egg;Aq.lar;Aq.nym;Aq.adu;Rep.ovo;Rep.egf;Rep.egc;Rep.clcf;Rep.clfr;Rep.clve;Rep.cltr;Rep.asx;Di.aqpa;Di.aqac;Di.aepa;Di.aeac;Resp.te;Resp.gi;Resp.pl;Resp.sp;Resp.hy;Loc.fl;Loc.ssw;Loc.wsw;Loc.cr;Loc.bu;Loc.in;Loc.te;Loc.pe;Fo.mi;Fo.de;Fo.dpl;Fo.lmi;Fo.lma;Fo.dan;Fo.lmii;Fo.lmai;Fo.ve;Ffg.ab;Ffg.de;Ffg.sh;Ffg.sc;Ffg.ff;Ffg.pi;Ffg.pr;Ffg.pa;Sub.co;Sub.gr;Sub.sa;Sub.si;Sub.ma;Sub.mi;Sub.tw;Sub.li;Sub.mu;Trs.oli;Trs.mes;Trs.eut;Tem.ps;Tem.th;Tem.eu;Sab.xe;Sab.ol;Sab.bme;Sab.ame;Sab.po;pH.1;pH.2;pH.3;pH.4;pH.5;pH.6
Baetis macani;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Brachyptera braueri;0;0;0,25;0,75;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;1;0;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0;0,285714286;0;0,428571429;0,285714286;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,444444444;0;0;0,111111111;0;0;0,222222222;0,222222222;0;0,6;0,2;0,2;0,25;0;0,75;0,142857143;0,428571429;0,428571429;0;0;0;0,125;0,125;0,125;0,25;0,375
Coenagrion pulchellum;0;0;0;1;0;0;0;0,75;0,25;0,2;0,6;0,2;0,4;0,6;0;0;0;0;0;0;0;1;0;0;0,333333333;0,166666667;0;0,5;0,25;0,75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0;1;0;0;0;0;0,111111111;0,444444444;0;0,222222222;0,222222222;0;0,2;0,6;0,2;0;0;1;0;0,2;0,4;0,4;0;0;0,083333333;0,166666667;0,25;0,25;0,25
Callicorixa wollastoni;0;0;1;0;0;0;0;1;0;0;0;1;0,375;0,375;0;0,25;0;0;0,25;0,75;0;0;0;0;0,2;0,4;0;0,4;0,166666667;0;0,333333333;0,5;0;0,166666667;0;0,833333333;0;0;0;0;0;0;0;0,25;0,25;0,125;0;0,25;0,125;0;0;0;0,428571429;0,285714286;0;0,285714286;0;0;0;0;0;0;0,6;0;0;0,4;0;0;0,4;0,6;0;0;1;0;0;0,25;0,75;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Cataclysta lemnata;0;0;0;1;0;0;0;1;0;0;0;1;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,25;0;0;0,75;0,333333333;0;0,333333333;0,333333333;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0,2;0;0,5;0,5;0;0;1;0;0;0,5;0,5;0;0,125;0,125;0,125;0,125;0,125;0,375
Deronectes latus;0;0,75;0,25;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0;0,2;0,2;0,2;0,2;0;0;0,2;0;0,25;0,75;0;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0,166666667;0,166666667;0,166666667;0,5
Colymbetes;0;0;0;1;0;0;0;0;1;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,2;0,6;0,2;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0;0,4;0,6;0;0,1;0,1;0,2;0,2;0,2;0,2
Cyrnus insolutus;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,4;0,2;0,2;0,2;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0;0;0;0;0;0,6;0,4;0;0;0;0;0;0,25;0;0,75;0;0,266666667;0;0;0;0,333333333;0,133333333;0,066666667;0,2;0;0,2;0,4;0,4;0;0;1;0;0,285714286;0,428571429;0,285714286;0;0;0,083333333;0,166666667;0,25;0,25;0,25
Ceraclea fulva;0;0;0,4;0,6;0;0;0;0,75;0,25;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0,4;0,1;0,1;0,2;0;0;0,2;0;0;0,142857143;0,428571429;0,142857143;0;0;0,142857143;0,142857143;0,266666667;0,133333333;0,133333333;0,066666667;0,066666667;0;0,2;0,066666667;0,066666667;0,25;0,25;0,5;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,142857143;0,428571429;0,428571429
Chaoborus obscuripes;0;0;0;1;0;0;0;1;0;0;0,75;0,25;0,25;0,375;0,375;0;0;0,25;0;0;0,75;0;0;0;0,333333333;0,666666667;0;0;0,75;0;0;0;0,25;0;0,142857143;0,714285714;0,142857143;0;0;0;0;0;0;0;0;0;0;0,571428571;0,428571429;0;0;0;0;0;0;0;1;0;0;0,125;0,125;0,125;0,125;0;0;0;0,5;0,142857143;0,428571429;0,428571429;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Lymnaea;0;0;0;0;0,5;0,5;0;0,6;0,4;0,25;0,75;0;0,6;0;0;0,4;0;0;0;0,75;0,25;0;0;0;0,5;0,5;0;0;1;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0,090909091;0,181818182;0,272727273;0;0,272727273;0;0,181818182;0;0;0;0,166666667;0,5;0;0;0,333333333;0;0,0625;0,125;0,0625;0,0625;0,3125;0,0625;0;0,125;0,1875;0,166666667;0,5;0,333333333;0;0,4;0,6;0;0,25;0,75;0;0;0;0;0;0,166666667;0,333333333;0,5
Electrogena affinis;0;0;0;1;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,375;0,125;0,125;0,375;0,25;0,75;0;0;0;0;0;0,166666667;0,833333333;0;0;0;0;0;0,428571429;0,142857143;0,428571429;0;0;0;0;0;0;0;0;1;0;0;0;0;0,571428571;0;0;0;0;0;0,142857143;0,142857143;0,142857143;0,25;0,75;0;0;0;1;0,142857143;0,428571429;0,285714286;0,142857143;0;0;0;0;0;0,25;0,75
Ephemerella;0;0;1;0;0;0;0;1;0;0;0,75;0,25;0,5;0,5;0;0;0;0,2;0,6;0;0;0,2;0;0;0,222222222;0,333333333;0,111111111;0,333333333;0,25;0,75;0;0;0;0;0;0,166666667;0,833333333;0;0;0;0;0;0,083333333;0,25;0,333333333;0,25;0;0,083333333;0;0;0;0,166666667;0,333333333;0,333333333;0;0;0,166666667;0;0,157894737;0,105263158;0,052631579;0,052631579;0,263157895;0;0,210526316;0,105263158;0,052631579;0,4;0,6;0;0;0,333333333;0,666666667;0,142857143;0,285714286;0,428571429;0,142857143;0;0;0,090909091;0,090909091;0,272727273;0,272727273;0,272727273
Libellula fulva;0;0;0;0;1;0;0;0,25;0,75;0,75;0,25;0;0,5;0,5;0;0;0;0,4;0,6;0;0;0;0;0;0;0,25;0;0,75;0,25;0,75;0;0;0;0;0;0,285714286;0,571428571;0,142857143;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0,166666667;0,25;0,166666667;0;0;0,25;0,166666667;0,333333333;0,333333333;0,333333333;0;0;1;0;0;0,6;0,4;0;0,2;0,2;0,2;0,133333333;0,133333333;0,133333333
Glaenocorisa;0;0;1;0;0;0;0;1;0;0;0,5;0,5;0,375;0,375;0;0,25;0;0;0,25;0,75;0;0;0;0;0;0,5;0;0,5;0,166666667;0;0,333333333;0,5;0;0,2;0,4;0,4;0;0;0;0;0;0;0;0;0,2;0,2;0;0,6;0;0;0;0;0,333333333;0,166666667;0;0,5;0;0;0,25;0,25;0,25;0;0,25;0;0;0;0;0,75;0,25;0;0;0;1;0;1;0;0;0;0,166666667;0,25;0,25;0,166666667;0,083333333;0,083333333
Hydrometra;0;0;0,25;0,75;0;0;0;1;0;0;0,75;0,25;0;0,5;0;0,5;0;0;0,25;0;0;0,75;0;0;0,2;0,6;0;0,2;0;0;0;1;0;0,142857143;0,571428571;0;0,285714286;0;0;0;0;0;0;0;0;0;0,428571429;0,428571429;0,142857143;0;0;0;0;0;0;1;0;0;0,333333333;0;0;0;0,444444444;0,111111111;0,111111111;0;0;0,2;0,6;0,2;0;0;1;0;0;0,4;0,6;0;0;0;0,166666667;0,166666667;0,166666667;0,5
Gyrinus substriatus;0;0,4;0,6;0;0;0;0;0,25;0,75;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,4;0;0,6;0,142857143;0,428571429;0;0,428571429;0;0,1;0,3;0,3;0,3;0;0;0;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,666666667;0;0;0,166666667;0,166666667;0;0,5;0,5;0;0;1;0;0,2;0,6;0,2;0;0,090909091;0,090909091;0,181818182;0,181818182;0,181818182;0,272727273
Hyphydrus ovatus;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0;0,4;0,6;0;0;0;0,166666667;0,166666667;0,166666667;0,5
Hygrotus;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0,2;0,4;0,4;0;0,1;0,1;0,1;0,1;0,3;0,3
Laccobius minutus;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,2;0,2;0;0,6;0,2;0;0,2;0,6;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0,428571429;0;0;0,428571429;0,142857143;0;0;0;0,75;0;0;0;0,25;0;0;0;0;0,076923077;0,230769231;0,230769231;0;0,230769231;0,230769231;0;0,25;0,75;0;0;1;0;0,125;0,375;0,375;0,125;0;0;0,166666667;0,166666667;0,166666667;0,5
Helochares obscurus;0;0,4;0,6;0;0;0;0;0,25;0,75;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,2;0;0,2;0,6;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0,428571429;0;0;0,428571429;0,142857143;0;0;0;0,75;0;0;0;0,25;0;0;0;0;0;0,25;0,25;0;0,25;0,25;0;0;1;0;0;1;0;0;0,333333333;0,666666667;0;0,083333333;0,083333333;0,166666667;0,166666667;0,25;0,25
Enochrus;0;0,25;0,75;0;0;0;0;0,25;0,75;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,2;0;0,2;0,6;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0,428571429;0;0;0,428571429;0,142857143;0;0;0;0,75;0;0;0;0,25;0;0;0;0;0;0,25;0,25;0;0,25;0,25;0;0;1;0;0;1;0;0;0,4;0,6;0;0,1;0,1;0,2;0,2;0,2;0,2
Hydraena testacea;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,5;0;0;0,5;0;0;0;0;0;0;1;0;0,333333333;0,166666667;0;0,5;0;0;0,6;0,4;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,375;0,125;0,125;0;0,25;0,125;0;0;0;0,333333333;0,5;0,166666667;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,1;0,1;0,1;0,2;0,2;0,3
Halesus digitatus;0;0;0;0;1;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,166666667;0,333333333;0;0,5;0,6;0,4;0;0;0;0;0;0;1;0;0;0;0;0;0;0,333333333;0;0,333333333;0;0,111111111;0,222222222;0;0;0;1;0;0;0;0;0;0,285714286;0,071428571;0,071428571;0,071428571;0,071428571;0,071428571;0;0,285714286;0,071428571;0,666666667;0,333333333;0;0,25;0;0,75;0,142857143;0,428571429;0,428571429;0;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Paraleptophlebia cincta;0;0;0,5;0,5;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,25;0,75;0;0;0;0;0;0,166666667;0,666666667;0,166666667;0;0;0;0;0,428571429;0,285714286;0,285714286;0;0;0;0;0;0;0,4;0,4;0,2;0;0;0;0;0,181818182;0,181818182;0,090909091;0;0,181818182;0;0,181818182;0,181818182;0;0,4;0,4;0,2;0;0;1;0;0,5;0,333333333;0,166666667;0;0;0;0,125;0,125;0,375;0,375
Perlodes;0;0;0;0,25;0,75;0;0;0;1;0,25;0,75;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,25;0,5;0;0,25;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0,125;0;0,125;0;0;0,125;0,625;0;0;0;0,75;0;0;0;0,25;0;0,375;0,25;0;0;0,25;0;0,125;0;0;0,5;0,25;0,25;0,5;0,25;0,25;0,166666667;0,5;0,333333333;0;0;0;0;0;0;0,25;0,75
Orthetrum cancellatum;0;0;0;0,25;0,75;0;0;0;1;1;0;0;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,2;0,2;0;0,6;0,25;0,75;0;0;0;0;0;0,2;0,6;0,2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,181818182;0,181818182;0,090909091;0;0,181818182;0;0,181818182;0;0,181818182;0;0,333333333;0,666666667;0;0;1;0;0,2;0,6;0,2;0;0;0,142857143;0,142857143;0,142857143;0,285714286;0,285714286
Sigara lateralis;0;0,25;0,75;0;0;0;0;0,6;0,4;0;0,5;0,5;0,375;0,375;0;0,25;0;0;0,166666667;0,5;0;0,333333333;0;0;0,166666667;0,333333333;0,166666667;0,333333333;0,166666667;0;0,333333333;0,5;0;0,166666667;0;0,833333333;0;0;0;0;0;0;0;0,3;0,3;0,1;0,1;0,2;0;0;0;0;0,428571429;0,285714286;0;0,285714286;0;0;0;0,1;0,2;0,1;0,3;0;0;0,3;0;0,375;0,375;0,25;0;0;1;0;0,375;0,375;0,25;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Orectochilus;0;0,5;0,5;0;0;0;0;0,25;0,75;0;1;0;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,285714286;0,285714286;0;0,428571429;0,142857143;0,428571429;0;0,428571429;0;0,1;0,3;0,3;0,3;0;0;0;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0,5;0;0;0,5;0;0;0,222222222;0,222222222;0,111111111;0;0,222222222;0;0,111111111;0,111111111;0;0,25;0,75;0;0;0;1;0;0,25;0,75;0;0;0;0;0;0;0;1
Noterus;0;1;0;0;0;0;0;0;1;0;1;0;0,272727273;0,272727273;0,272727273;0,181818182;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,5;0;0;0,5;0;0,142857143;0;0,428571429;0;0,428571429;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0;0,5;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0;0,2;0,6;0,2;0,111111111;0,111111111;0,111111111;0,111111111;0,222222222;0,333333333
Stictotarsus;0;0;1;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,2;0,2;0;0,6;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0;0;0,2;0,2;0,4;0;0;0,2;0;0,25;0,75;0;0;0;1;0;0,2;0,6;0,2;0;0;0;0,166666667;0,166666667;0,166666667;0,5
Oreodytes septentrionalis;0;1;0;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0,142857143;0,285714286;0,285714286;0,142857143;0;0;0;0,142857143;0;0,6;0,4;0;0,25;0;0,75;0;0,4;0,6;0;0;0;0,142857143;0,142857143;0,142857143;0,142857143;0,428571429
Platambus;0;0;1;0;0;0;0;0;1;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,2;0,6;0,2;0;0;0,5;0;0;0,5;0;0;0;0,166666667;0,166666667;0,166666667;0,333333333;0;0;0,166666667;0;0;0,75;0,25;0;0;1;0;0,166666667;0,333333333;0,5;0;0;0;0,222222222;0,222222222;0,222222222;0,333333333
Rhantus suturalis;0;0;0,25;0,75;0;0;0;0;1;0;0,75;0,25;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,2;0,6;0,2;0;0;0,5;0;0;0,5;0;0;0;0;0;0;0,333333333;0;0;0,333333333;0,333333333;0;0,25;0,75;0;0;1;0;0;0,5;0,5;0;0,142857143;0,142857143;0,142857143;0,142857143;0,142857143;0,285714286
Hydrochus;0;1;0;0;0;0;0;0,25;0,75;0;0,75;0,25;0,333333333;0;0;0,666666667;0;0;0;0;0;0;1;0;0;0,25;0;0,75;0;0;0,25;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0;0;0;0;0,181818182;0,272727273;0;0,272727273;0,272727273;0;0;1;0;0;1;0;0;0,333333333;0,5;0,166666667;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Rhyacophila obliterata;0;0;0,166666667;0,5;0,333333333;0;0;0,6;0,4;0,25;0,5;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0,75;0;0,25;0;0;0;0,375;0,25;0,125;0,25;0,5;0,5;0;0;0;0;0;0,333333333;0,5;0;0;0,166666667;0;0;0,111111111;0,111111111;0,111111111;0;0;0,111111111;0,555555556;0;0;0;0;0;0;0;1;0;0,454545455;0,090909091;0,090909091;0;0,090909091;0;0,181818182;0,090909091;0;0,6;0,4;0;0,2;0,2;0,6;0,25;0,375;0,25;0,125;0;0,076923077;0,076923077;0,153846154;0,230769231;0,230769231;0,230769231
Trichostegia minor;0;0;0;1;0;0;0;1;0;0;1;0;0,142857143;0,428571429;0,428571429;0;0;0;0;0,25;0;0;0,75;0;0;0,4;0,2;0,4;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,428571429;0,142857143;0;0,428571429;0;0;0;0;0;0,5;0;0;0,5;0;0;0;0;0;0,375;0;0,375;0,25;0;0,75;0,25;0;0;0;1;0;0,75;0,25;0;0;0,153846154;0,153846154;0,153846154;0,153846154;0,153846154;0,230769231
Oecetis lacustris;0;0;0,75;0,25;0;0;0;1;0;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,166666667;0,166666667;0,166666667;0,5;0,4;0,6;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0,111111111;0,111111111;0,222222222;0,333333333;0;0,222222222;0;0;0;0,166666667;0,5;0,166666667;0;0;0,166666667;0;0,142857143;0;0,214285714;0;0,285714286;0,071428571;0,071428571;0,071428571;0,142857143;0,4;0,4;0,2;0;0;1;0;0;0,6;0,4;0;0;0,111111111;0,111111111;0,222222222;0,222222222;0,333333333
Semblis phalaenoides;0;0;0;0;1;0;0;1;0;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,25;0,25;0,125;0,375;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0,090909091;0,272727273;0,090909091;0,090909091;0,272727273;0,181818182;0;0;0;0,6;0,2;0;0;0,2;0;0,166666667;0;0;0;0,5;0;0;0,333333333;0;0,428571429;0,428571429;0,142857143;0;0;1;0;0,5;0,5;0;0;0,125;0,125;0,125;0,125;0,125;0,375
Acamptocladius submontanus;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Athripsodes bilineatus;0;0;0,5;0,5;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,266666667;0,133333333;0,066666667;0,066666667;0,133333333;0;0,2;0,066666667;0,066666667;0,25;0,75;0;0,25;0;0,75;0;0,2;0,6;0,2;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Batracobdella;0;0;0;1;0;0;0;0;1;0;1;0;0,333333333;0,333333333;0;0,333333333;0,666666667;0;0;0;0,333333333;0;0;0;0,666666667;0,333333333;0;0;1;0;0;0;0;0;0;0;0,8;0;0;0,2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0,428571429;0;0;0;0,571428571;0;0;0;0;0;1;0;0;0;1;0;0;0,5;0,5;0;0;0;0;0,2;0,2;0,6
Brillia;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Chironomus;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Cladopelma;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Cladotanytarsus;0;0,4;0,6;0;0;0;0;1;0;0;0,5;0,5;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,166666667;0,166666667;0,5;0,166666667;0,75;0,25;0;0;0;0;0;0,25;0,375;0;0,125;0,25;0;0,125;0,5;0,125;0,25;0;0;0;0;0;0;0,375;0,25;0,25;0,125;0;0;0;0,176470588;0,058823529;0,117647059;0,058823529;0,235294118;0;0,117647059;0,117647059;0,117647059;0,333333333;0,5;0,166666667;0,166666667;0,333333333;0,5;0,142857143;0,428571429;0,285714286;0,142857143;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Constempellina;0;0,4;0,6;0;0;0;0;1;0;0;0,5;0,5;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,166666667;0,166666667;0,5;0,166666667;0,75;0,25;0;0;0;0;0;0,25;0,375;0;0,125;0,25;0;0,125;0,5;0,125;0,25;0;0;0;0;0;0;0,375;0,25;0,25;0,125;0;0;0;0,176470588;0,058823529;0,117647059;0,058823529;0,235294118;0;0,117647059;0,117647059;0,117647059;0,333333333;0,5;0,166666667;0,166666667;0,333333333;0,5;0,142857143;0,428571429;0,285714286;0,142857143;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
